token_address,vol_24h,early_velocity_ratio,early_trade_dominance
0x3e6a1b21bd267677fa49be6425aebe2fc0f89bde,0,0,
0xfccd6fbca272b4cc11069402f4123b070b7838f9,0,0,
0x6a5fc1403b55039c8e6cc158c7420a0f2960efa9,4397835.273833402,0.999550854454811,0.004986579529547907
0x0b7f0e51cd1739d6c96982d55ad8fa634dd43a9c,0,0,
0x7284f4e8f5a0eab045899e345c70410f39215a95,2910073.2301001893,0.9951444707333114,0.0823556366018558
0x3e05284ff11a92d66e44b6b3ea70533729670257,3895016.0254433546,0.09643074987690868,0.004599736505736256
0xd3cab1cdc785217add081970e418bc3f8ec8fb55,2488984.8004064183,1,0.018241225658347054
0xb40ede070d9d9f37e32a106b04b29e20ef6ee26e,1185634.3595838617,0.6353890752025789,0.011709931639357138
0x48e205eb6db302a6e50d292cd382f6251d9a25cd,2931088.6747351247,0.8752180182249861,0.02178314425290227
0xca4d0892f1d7a0f5e2dcdf490d879a15c866bf27,13354425.230512246,0.7827607352710797,0.011225151260124976
0x3f110e720d0718d4c3f0e3e65fa3c36841be8d97,2380211.908695606,1,0.024516129156626185
0x1c8565603043af18e997109247fad7805e930395,2549269.1386009236,1,0.04111317352497048
0xbaed45ac83ec544bee3765b70d303efa10a8ec08,2647609.6390167167,0.9999997984266121,0.04404670722138738
0xe79f6483b367a377f6dfc9a426917739962299ed,3611151.9715377335,0.5073203318691297,0.013290015848916524
0x712cae186660ade4c596383e26a7a500dde10ffa,3137795.342213809,0.41774976144260206,0.0027826398550417513
0x888888888887715fb9d9f84175af9e6cce46807e,0,0,
0x72e4f9f808c49a2a61de9c5896298920dc4eeea9,0,0,
0x644192291cc835a93d6330b24ea5f5fedd0eef9e,0,0,
0x470c8950c0c3aa4b09654bc73b004615119a44b5,0,0,
0x5d855d8a3090243fed9bf73999eedfbc2d1dcf21,7864458.696387705,0.8203308272031751,0.00841438558894153
0xde17a000ba631c5d7c2bd9fb692efea52d90dee2,0,0,
0xe3538c96a4ff1454cf267e5a50987d7a4bb72d2a,12328479.216927506,0.52038899273449,0.002034542642185248
0x267f827aa257de8eacec3c07dfa491c2e52b2a7d,200117.31089965627,0.044468354507180424,0.027879119189077293
0x294eecec65a0142e84aedfd8eb2fbea8c9a9fbad,40798.78069205198,0.006047108010771038,0.6786519551720304
0x3e1cb590505a44741663ed343b6b6635aaf88160,24716736.480395827,0.8216009382519834,0.0025801098257806202
0x551a910ea659c369064af5b2f32e4cf2b1a70057,1620349.4197890947,0.2590108886537623,0.004363773095728539
0xb1d6bee3624363f559cde2c65050930e5a031e26,2170918.6512151263,0.5810963445187399,0.01155728341745227
0x15a932e61ae99e51f1a4e853e21d16c1e5275e29,9997745.061533978,0.5647515513866157,0.0023537772544856136
0x339d9f0a464862bd077779b056bda7a098c2ef46,1215309.1586102825,0.6020127447578085,0.0034669323312323586
0xa2b4c0af19cc16a6cfacce81f192b024d625817d,0,0,
0x62d514a467cf9b31dc5363e8aaa960d6caa149cd,8208816.904511016,0.8808261827970421,0.004621687381053145
0x5b09c717a7cbe8315ee105a55526cef6accc1b06,2927849.806402093,0.9999999999997194,0.017550943154073906
0xaabb5e79b226ad3bc031ce90053889700ed02e0d,3790268.468751209,0.6514820810748018,0.004054202635363695
0x34fa499d7d4474d876ed1c311dc8a7aa003877f3,2017816.5069746408,1,0.010540138939445033
0xca75c43f8c9afd356c585ce7aa4490b48a95c466,0,0,
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0,0,
0x5c5b196abe0d54485975d1ec29617d42d9198326,0,0,
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,0,0,
0xb753428af26e81097e7fd17f40c88aaa3e04902c,0,0,
0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,0,0,
0x2633d7eb2df35370641b7fb0a52fb7db615eb01f,2015028.5166329616,0.8048429955273728,0.0032185157193459833
0xe60e9bd04ccc0a394f1fdf29874e35a773cb07f4,1323365.1927379023,0.009530278625147453,0.005888798466773827
0x4787f71c3c11528cb0d51a94113589b5ddf606c2,2934912.089668277,0.963805138149696,0.004138841258623598
0x419905009e4656fdc02418c7df35b1e61ed5f726,0,0,
0xaa3efacf09767350517c5a6ee398e0dbff03785d,116487.26637315945,0.005830378086036707,0.5000862686315265
0x997de579c2d76318c73626fb1909f349fbc359e2,1360290.3974842764,0.5961169981475753,0.0065500488965137904
0x0808da41baa2f9eda498fecffa97db073721b35c,7646.3206963280545,0.002465964611652712,0.1254004324674051
0x9029a140d058414b0b59f87769211b2d14f30610,3954538.3866425348,0.9999953361295054,0.04085220748278165
0xba8d689d8d176883956427fc4c6eb1efba560866,294277.8492653719,0.06571676946790936,0.009497506548509551
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,0,0,
0x6f40d4a6237c257fff2db00fa0510deeecd303eb,0,0,
0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,145519.68779390183,0.008851676833682475,0.04263903360899531
0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,148307.96376467732,0.012069276842879048,0.08983956889605217
0xdb85f6685950e285b1e611037bebe5b34e2b7d78,0,0,
0xae12c5930881c53715b369cec7606b70d8eb229f,0,0,
0xe6f98920852a360497dbcc8ec895f1bb1f7c8df4,18127812.612715635,0.29017130053962564,0.001638291127214326
0x2348707c7b7ea7284ff733343a19b8b43ceaf7a6,9378779.178174304,0.6090937294787824,0.00300858071108732
0xb0b0887ebda98b7f189fc5e8c67b4973b65f152c,1547027.5768545165,0.5065555116967371,0.004593222570270378
0x7287d4571b9e0e461107619219d4c20e7a4cbf90,6731788.339444309,0.9952665493193938,0.011340170266444249
0x5f6f5fa1553fe2444163375b15d188b1689ae1fc,9413807.941935664,0.77872262091861,0.002687560577382078
0xafdf6e8ea9bb4d7b94d956281f8fa75aa30e24ae,3418936.6402459755,1,0.019721141800568106
0x19b2b881e13876e281bfeda6ad05cc3276a1efd9,9184979.25064021,0.6109136048997842,0.0032667786938047356
0xc08e7e23c235073c6807c2efe7021304cb7c2815,0,0,
0xa974c709cfb4566686553a20790685a47aceaa33,0,0,
0x4fabb145d64652a948d72533023f6e7a623c7c53,0,0,
0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,0,0,
0x616ffefa5561d78dffcf181a247a0553fe39f450,2291215.88341549,0.44139482749950276,0.01784631936262848
0xdb792b1d8869a7cfc34916d6c845ff05a7c9b789,0,0,
0xd2c50d35ead1469e9e47dc7f4ae192eefaebe4cc,2727231.6286444324,0.9999999351178889,0.009977272863123492
0xcb283f9881c7d369f5c5f36e6348e3969e702d49,5430897.977293133,1,0.0070003630178286395
0x792288e09cf474252da2fe3588c559a63d77a112,2581436.0012699887,1,0.04627732945047414
0x33c2da7fd5b125e629b3950f3c38d7f721d7b30d,0,0,
0x990fa49225c58015ca0eb51e720309e8d7600348,15934024.438226853,0.7295173330997676,0.0010089322734085995
0x347c7d8b39ca0e82c8fbb71473b7dc894049b3a6,9724596.361664169,0.9383156167090757,0.012862059118270461
0x49e5a0f5e776802b89804c9183c2ece6912cf49a,0,0,
0x7e8088d70b19c9f17cf7394a325621c866cd6636,3556399.501036139,0.999999915181271,0.01530956552200186
0x57e114b691db790c35207b2e685d4a43181e6061,0,0,
0x68ad75469db9181a1144e769c16adf47f2f32cae,0,0,
